4;0.866630703660964
6;0.883661352771876
8;0.900692001882788
10;0.9177226509937
12;0.934753300104612
14;0.951783949215524
16;0.968814598326436
18;0.985845247437348
20;1.00287589654826
22;1.01990654565917
24;1.03693719477008
26;1.053967843881
30;1.08802914210282
50;1.25833563321194
70;1.42864212432106
90;1.59894861543018
110;1.7751902587519
130;1.88892988929889
150;2.01816398037842
200;2.11397946084724
250;2.19954677513074
300;2.21259591
350;2.20727673649394
400;2.17582417582418
450;2.12806539509537
500;2.08269858541893
550;2.03131749460043
600;1.98553829673273
650;1.94601817210048
700;1.90184354758346
750;1.87
800;1.84252758274824
850;1.8104052026013
900;1.77844311377246
950;1.75124378109453
1000;1.72817955112219
1100;1.70114370959722
1200;1.64755313890262
1300;1.61042183622829
1400;1.56829511465603
1600;1.53822937625755
1800;1.47326076668244
2000;1.42487046632124
